"","teamID","yearID","Rostercost","meansalary","rostersize"
"605","OAK",1990,19887501,584926.5,34
"606","OAK",1991,36999167,1423044.88461538,26
"607","OAK",1992,41035000,1282343.75,32
"608","OAK",1993,37812333,1050342.58333333,36
"609","OAK",1994,34172500,1035530.3030303,33
"610","OAK",1995,37739225,1019979.05405405,37
"611","OAK",1996,21243000,574135.135135135,37
"612","OAK",1997,24018500,615858.974358974,39
"613","OAK",1998,21303000,608657.142857143,35
"614","OAK",1999,24431833,814394.433333333,30
"615","OAK",2000,31971333,1184123.44444444,27
"616","OAK",2001,33810750,1252250,27
"617","OAK",2002,40004167,1481635.81481481,27
"618","OAK",2003,50260834,1933109,26
"619","OAK",2004,59425667,2122345.25,28
"620","OAK",2005,55425762,2131760.07692308,26
"621","OAK",2006,62243079,2489723.16,25
"622","OAK",2007,79366940,2834533.57142857,28
"623","OAK",2008,47967126,1713111.64285714,28
"624","OAK",2009,61910000,2292962.96296296,27
"625","OAK",2010,55254900,1726715.625,32
"626","OAK",2011,66536500,2376303.57142857,28
"627","OAK",2012,55372500,1845750,30
"628","OAK",2013,60132500,1939758.06451613,31
"629","OAK",2014,72408400,2784938.46153846,26
"630","OAK",2015,79053501,2823339.32142857,28
"631","OAK",2016,86806234,2893541.13333333,30
"632","PHI",1985,10124966,532892.947368421,19
"633","PHI",1986,11590166,373876.322580645,31
"634","PHI",1987,11514233,479759.708333333,24
"635","PHI",1988,13838000,532230.769230769,26
"636","PHI",1989,10604000,407846.153846154,26
"637","PHI",1990,13173667,439122.233333333,30
"638","PHI",1991,22487332,749577.733333333,30
"639","PHI",1992,24383834,812794.466666667,30
"640","PHI",1993,28538334,891822.9375,32
"641","PHI",1994,31599000,987468.75,32
"642","PHI",1995,30555945,783485.769230769,39
"643","PHI",1996,34314500,798011.627906977,43
"644","PHI",1997,36656500,916412.5,40
"645","PHI",1998,36297500,1037071.42857143,35
"646","PHI",1999,31692500,932132.352941177,34
"647","PHI",2000,47308000,1631310.34482759,29
"648","PHI",2001,41663833,1602455.11538462,26
"649","PHI",2002,57954999,2069821.39285714,28
"650","PHI",2003,70780000,2440689.65517241,29
"651","PHI",2004,92919167,3573814.11538462,26
"652","PHI",2005,95522000,3673923.07692308,26
"653","PHI",2006,88273333,3269382.7037037,27
"654","PHI",2007,89428213,2980940.43333333,30
"655","PHI",2008,97879880,3495710,28
"656","PHI",2009,113004046,4185335.03703704,27
"657","PHI",2010,141928379,5068870.67857143,28
"658","PHI",2011,172976379,5765879.3,30
"659","PHI",2012,174538938,5817964.6,30
"660","PHI",2013,169863189,6533199.57692308,26
"661","PHI",2014,180944967,5654530.21875,32
"662","PHI",2015,111693000,4295884.61538462,26
"663","PHI",2016,58980000,2033793.10344828,29
"664","PIT",1985,9227500,485657.894736842,19
"665","PIT",1986,10843500,373913.793103448,29
"666","PIT",1987,7652000,306080,25
"667","PIT",1988,5998500,222166.666666667,27
"668","PIT",1989,12737500,439224.137931034,29
"669","PIT",1990,15556000,432111.111111111,36
"670","PIT",1991,23634667,875358.037037037,27
"671","PIT",1992,33944167,1212291.67857143,28
"672","PIT",1993,24822467,752195.96969697,33
"673","PIT",1994,24217250,712272.058823529,34
"674","PIT",1995,18355345,556222.575757576,33
"675","PIT",1996,23017500,657642.857142857,35
"676","PIT",1997,10771667,307761.914285714,35
"677","PIT",1998,15065000,430428.571428571,35
"678","PIT",1999,24697666,649938.578947368,38
"679","PIT",2000,28928334,1112628.23076923,26
"680","PIT",2001,57760833,1863252.67741935,31
"681","PIT",2002,42323599,1459434.44827586,29
"682","PIT",2003,54812429,1957586.75,28
"683","PIT",2004,32227929,1193627,27
"684","PIT",2005,38133000,1361892.85714286,28
"685","PIT",2006,46717750,1668491.07142857,28
"686","PIT",2007,38537833,1427327.14814815,27
"687","PIT",2008,48689783,1872683.96153846,26
"688","PIT",2009,48693000,1872807.69230769,26
"689","PIT",2010,34943000,1294185.18518519,27
"690","PIT",2011,45047000,1553344.82758621,29
"691","PIT",2012,62951999,2248285.67857143,28
"692","PIT",2013,77062000,2752214.28571429,28
"693","PIT",2014,77178000,2756357.14285714,28
"694","PIT",2015,88892499,3065258.5862069,29
"695","PIT",2016,103778833,3706386.89285714,28
"696","SDN",1985,11036583,501662.863636364,22
"697","SDN",1986,11380693,455227.72,25
"698","SDN",1987,11065796,409844.296296296,27
"699","SDN",1988,9561002,354111.185185185,27
"700","SDN",1989,14195000,525740.740740741,27
"701","SDN",1990,17588334,549635.4375,32
"702","SDN",1991,22150001,738333.366666667,30
"703","SDN",1992,26854167,959077.392857143,28
"704","SDN",1993,25511333,750333.323529412,34
"705","SDN",1994,14916333,426180.942857143,35
"706","SDN",1995,26382334,851043.032258064,31
"707","SDN",1996,28348172,944939.066666667,30
"708","SDN",1997,37363672,1288402.48275862,29
"709","SDN",1998,46861500,1562050,30
"710","SDN",1999,49768179,1508126.63636364,33
"711","SDN",2000,54821000,1827366.66666667,30
"712","SDN",2001,39182833,1399386.89285714,28
"713","SDN",2002,41425000,1428448.27586207,29
"714","SDN",2003,45210000,1507000,30
"715","SDN",2004,55384833,2130185.88461538,26
"716","SDN",2005,63290833,2260386.89285714,28
"717","SDN",2006,69896141,2496290.75,28
"718","SDN",2007,58110567,2235021.80769231,26
"719","SDN",2008,73677616,2376697.29032258,31
"720","SDN",2009,43333700,1604951.85185185,27
"721","SDN",2010,37799300,1453819.23076923,26
"722","SDN",2011,45869140,1479649.67741935,31
"723","SDN",2012,55244700,1973025,28
"724","SDN",2013,65585500,2342339.28571429,28
"725","SDN",2014,75685700,2703060.71428571,28
"726","SDN",2015,118441300,4555434.61538462,26
"727","SDN",2016,101424814,3756474.59259259,27
"728","SEA",1985,4613000,256277.777777778,18
"729","SEA",1986,5958309,229165.730769231,26
"730","SEA",1987,2263500,251500,9
"731","SEA",1988,7342450,282401.923076923,26
"732","SEA",1989,9779500,407479.166666667,24
"733","SEA",1990,12553667,369225.5,34
"734","SEA",1991,15691833,603532.038461538,26
"735","SEA",1992,23179833,799304.586206897,29
"736","SEA",1993,32696333,990797.96969697,33
"737","SEA",1994,29228500,885712.121212121,33
"738","SEA",1995,36481311,1042323.17142857,35
"739","SEA",1996,41328501,1215544.14705882,34
"740","SEA",1997,41540661,1298145.65625,32
"741","SEA",1998,54087036,1423343.05263158,38
"742","SEA",1999,54125003,1503472.30555556,36
"743","SEA",2000,58915000,2265961.53846154,26
"744","SEA",2001,74720834,2668601.21428571,28
"745","SEA",2002,80282668,3211306.72,25
"746","SEA",2003,86959167,3220709.88888889,27
"747","SEA",2004,81515834,2911279.78571429,28
"748","SEA",2005,87754334,2742322.9375,32
"749","SEA",2006,87959833,3257771.59259259,27
"750","SEA",2007,106460833,3942993.81481481,27
"751","SEA",2008,117666482,4525633.92307692,26
"752","SEA",2009,98904166,3532291.64285714,28
"753","SEA",2010,86510000,3089642.85714286,28
"754","SEA",2011,86110600,2969331.03448276,29
"755","SEA",2012,81978100,2927789.28571429,28
"756","SEA",2013,74005043,2846347.80769231,26
"757","SEA",2014,92531100,3701244,25
"758","SEA",2015,122208700,4888348,25
"759","SEA",2016,135683339,4845833.53571429,28
"760","SFN",1985,8221714,411085.7,20
"761","SFN",1986,8947000,319535.714285714,28
"762","SFN",1987,7290000,316956.52173913,23
"763","SFN",1988,12380000,495200,25
"764","SFN",1989,14962834,534386.928571429,28
"765","SFN",1990,19335333,568686.264705882,34
"766","SFN",1991,30967666,1191064.07692308,26
"767","SFN",1992,33163168,1326526.72,25
"768","SFN",1993,35050000,1130645.16129032,31
"769","SFN",1994,42638666,1332458.3125,32
"770","SFN",1995,36462777,934943,39
"771","SFN",1996,37144725,1061277.85714286,35
"772","SFN",1997,35592378,1112261.8125,32
"773","SFN",1998,42565834,1520208.35714286,28
"774","SFN",1999,46595057,1606726.10344828,29
"775","SFN",2000,53737826,2066839.46153846,26
"776","SFN",2001,63280167,2343709.88888889,27
"777","SFN",2002,78299835,2899993.88888889,27
"778","SFN",2003,82852167,3186621.80769231,26
"779","SFN",2004,82019166,2645779.5483871,31
"780","SFN",2005,90199500,3469211.53846154,26
"781","SFN",2006,90056419,3463708.42307692,26
"782","SFN",2007,90219056,3469963.69230769,26
"783","SFN",2008,76594500,2641189.65517241,29
"784","SFN",2009,83026450,2965230.35714286,28
"785","SFN",2010,98641333,3522904.75,28
"786","SFN",2011,118198333,4377716.03703704,27
"787","SFN",2012,117620683,3920689.43333333,30
"788","SFN",2013,140180334,5006440.5,28
"789","SFN",2014,163510167,5839648.82142857,28
"790","SFN",2015,164701500,6100055.55555556,27
"791","SFN",2016,172253778,6890151.12,25
"792","SLN",1985,11817083,472683.32,25
"793","SLN",1986,9875010,365741.111111111,27
"794","SLN",1987,11758000,379290.322580645,31
"795","SLN",1988,12880000,477037.037037037,27
"796","SLN",1989,16078833,574244.035714286,28
"797","SLN",1990,20523334,586380.971428571,35
"798","SLN",1991,21860001,753793.137931034,29
"799","SLN",1992,27583836,951166.75862069,29
"800","SLN",1993,23367334,778911.133333333,30
"801","SLN",1994,29275601,975853.366666667,30
"802","SLN",1995,37101000,976342.105263158,38
"803","SLN",1996,40269667,1220292.93939394,33
"804","SLN",1997,45456667,1262685.19444444,36
"805","SLN",1998,54672521,1562072.02857143,35
"806","SLN",1999,49778195,1382727.63888889,36
"807","SLN",2000,61453863,2276069,27
"808","SLN",2001,78538333,2617944.43333333,30
"809","SLN",2002,74660875,2871572.11538462,26
"810","SLN",2003,83786666,2702795.67741935,31
"811","SLN",2004,83228333,3201089.73076923,26
"812","SLN",2005,92106833,3542570.5,26
"813","SLN",2006,88891371,3292273,27
"814","SLN",2007,90286823,3224529.39285714,28
"815","SLN",2008,99624449,3018922.6969697,33
"816","SLN",2009,88528409,3278829.96296296,27
"817","SLN",2010,93540751,3741630.04,25
"818","SLN",2011,105433572,3904947.11111111,27
"819","SLN",2012,110300862,3939316.5,28
"820","SLN",2013,92260110,3295003.92857143,28
"821","SLN",2014,120693000,4310464.28571429,28
"822","SLN",2015,119241500,4586211.53846154,26
"823","SLN",2016,143053500,4614629.03225806,31
"824","TBA",1998,27280000,826666.666666667,33
"825","TBA",1999,38870000,1022894.73684211,38
"826","TBA",2000,62765129,2024681.58064516,31
"827","TBA",2001,56980000,2110370.37037037,27
"828","TBA",2002,34380000,1227857.14285714,28
"829","TBA",2003,19630000,785200,25
"830","TBA",2004,29556667,1094691.37037037,27
"831","TBA",2005,29679067,1023416.10344828,29
"832","TBA",2006,34917967,1293258.03703704,27
"833","TBA",2007,24123500,893462.962962963,27
"834","TBA",2008,43820597,1460686.56666667,30
"835","TBA",2009,63313034,2183208.06896552,29
"836","TBA",2010,71923471,2663832.25925926,27
"837","TBA",2011,41053571,1578983.5,26
"838","TBA",2012,64173500,2291910.71428571,28
"839","TBA",2013,52955272,2302403.13043478,23
"840","TBA",2014,72689100,2907564,25
"841","TBA",2015,64521233,2224870.10344828,29
"842","TBA",2016,57097310,2039189.64285714,28
"843","TEX",1985,7676500,383825,20
"844","TEX",1986,6743119,259350.730769231,26
"845","TEX",1987,880000,220000,4
"846","TEX",1988,5342131,242824.136363636,22
"847","TEX",1989,11893781,396459.366666667,30
"848","TEX",1990,14874372,402010.054054054,37
"849","TEX",1991,18224500,867833.333333333,21
"850","TEX",1992,30128167,971876.35483871,31
"851","TEX",1993,36376959,957288.394736842,38
"852","TEX",1994,32973597,999199.909090909,33
"853","TEX",1995,34581451,1017101.5,34
"854","TEX",1996,39041528,1183076.60606061,33
"855","TEX",1997,53448838,1444563.18918919,37
"856","TEX",1998,56572095,1885736.5,30
"857","TEX",1999,76709931,2556997.7,30
"858","TEX",2000,70795921,2722920.03846154,26
"859","TEX",2001,88633500,2859145.16129032,31
"860","TEX",2002,105526122,3768790.07142857,28
"861","TEX",2003,103491667,3449722.23333333,30
"862","TEX",2004,55050417,1898290.24137931,29
"863","TEX",2005,55849000,1801580.64516129,31
"864","TEX",2006,68228662,2200924.58064516,31
"865","TEX",2007,68318675,2439952.67857143,28
"866","TEX",2008,67712326,2334907.79310345,29
"867","TEX",2009,68178798,2350993.03448276,29
"868","TEX",2010,55250544,1905191.17241379,29
"869","TEX",2011,92299264,3182733.24137931,29
"870","TEX",2012,120510974,4635037.46153846,26
"871","TEX",2013,112522600,3880089.65517241,29
"872","TEX",2014,112255059,4677294.125,24
"873","TEX",2015,143742789,4791426.3,30
"874","TEX",2016,176038723,6070300.79310345,29
"875","TOR",1985,8812550,440627.5,20
"876","TOR",1986,12611047,467075.814814815,27
"877","TOR",1987,10479501,455630.47826087,23
"878","TOR",1988,12241225,470816.346153846,26
"879","TOR",1989,16261666,580773.785714286,28
"880","TOR",1990,17756834,657660.518518519,27
"881","TOR",1991,19902417,796096.68,25
"882","TOR",1992,44788666,1244129.61111111,36
"883","TOR",1993,47279166,1432702,33
"884","TOR",1994,43433668,1447788.93333333,30
"885","TOR",1995,50590000,1533030.3030303,33
"886","TOR",1996,29555083,895608.575757576,33
"887","TOR",1997,47079833,1426661.60606061,33
"888","TOR",1998,51376000,1605500,32
"889","TOR",1999,45444333,1420135.40625,32
"890","TOR",2000,44838332,1793533.28,25
"891","TOR",2001,76895999,2746285.67857143,28
"892","TOR",2002,76864333,2650494.24137931,29
"893","TOR",2003,51269000,1898851.85185185,27
"894","TOR",2004,50017000,1923730.76923077,26
"895","TOR",2005,45719500,1758442.30769231,26
"896","TOR",2006,71365000,2744807.69230769,26
"897","TOR",2007,81942800,3034918.51851852,27
"898","TOR",2008,97793900,3621996.2962963,27
"899","TOR",2009,80538300,2876367.85714286,28
"900","TOR",2010,62234000,2074466.66666667,30
"901","TOR",2011,62567800,2018316.12903226,31
"902","TOR",2012,75009200,2778118.51851852,27
"903","TOR",2013,126288100,4073809.67741935,31
"904","TOR",2014,109920100,4396804,25
"905","TOR",2015,112992400,4519696,25
"906","TOR",2016,138701700,4782817.24137931,29
"907","WAS",2005,48581500,1619383.33333333,30
"908","WAS",2006,63143000,2036870.96774194,31
"909","WAS",2007,36947500,1319553.57142857,28
"910","WAS",2008,54961000,1895206.89655172,29
"911","WAS",2009,59928000,2140285.71428571,28
"912","WAS",2010,61400000,2046666.66666667,30
"913","WAS",2011,63856928,2201963.03448276,29
"914","WAS",2012,80855143,2695171.43333333,30
"915","WAS",2013,113703270,4548130.8,25
"916","WAS",2014,131983680,4399456,30
"917","WAS",2015,155587472,5365085.24137931,29
"918","WAS",2016,141652646,5448178.69230769,26
