"","playerID","yearID","stint","POS","G","GS","InnOuts","PO","A","E","DP"
"1140","thompsc01",1985,1,"1B",24,14,445,168,16,1,13
"1141","thompsc01",1985,2,"1B",3,1,34,11,1,0,1
"1142","thompsc01",1985,2,"OF",3,1,30,1,1,0,0
"1143","thondi01",1985,1,"SS",79,68,1818,106,218,11,48
"1144","thornlo01",1985,1,"OF",35,16,557,44,0,2,0
"1145","thurmma01",1985,1,"P",36,23,415,8,27,1,2
"1146","tibbsja01",1985,1,"P",35,34,654,15,40,3,4
"1147","tobikda01",1985,1,"P",8,0,27,1,0,0,0
"1148","tolivfr01",1985,1,"P",11,3,75,0,4,1,0
"1149","tollewa01",1985,1,"2B",29,19,533,44,65,4,11
"1150","tollewa01",1985,1,"3B",12,3,114,9,8,2,0
"1151","tollewa01",1985,1,"SS",81,67,1765,96,182,8,37
"1152","tolmati01",1985,1,"1B",6,1,56,12,2,0,1
"1153","tolmati01",1985,1,"OF",9,5,139,12,0,0,0
"1154","tomlida01",1985,1,"P",1,0,3,0,0,0,0
"1155","trammal01",1985,1,"SS",149,149,3980,225,400,15,89
"1156","trevial01",1985,1,"3B",1,0,3,0,0,0,0
"1157","trevial01",1985,1,"C",55,47,1281,299,19,7,1
"1158","trillma01",1985,1,"2B",120,114,3052,262,357,12,73
"1159","trillma01",1985,1,"3B",1,1,24,1,4,1,0
"1160","troutst01",1985,1,"P",24,24,422,6,38,2,0
"1161","trujimi01",1985,1,"P",27,7,252,11,20,2,1
"1162","tudorjo01",1985,1,"P",36,36,825,18,45,3,4
"1163","tunnele01",1985,1,"P",24,23,397,7,23,0,1
"1164","upshawi01",1985,1,"1B",147,129,3540,1157,104,10,111
"1165","uribejo01",1985,1,"2B",1,0,3,0,0,0,0
"1166","uribejo01",1985,1,"SS",145,137,3691,209,438,26,77
"1167","valenel01",1985,1,"OF",7,5,145,7,0,0,0
"1168","valenfe01",1985,1,"P",35,35,817,18,45,0,0
"1169","valleda01",1985,1,"C",31,19,535,117,7,3,0
"1170","vandeed01",1985,1,"P",76,0,203,8,11,0,1
"1171","vangoda01",1985,1,"C",70,43,1224,255,11,3,2
"1172","vanslan01",1985,1,"1B",2,0,9,3,0,0,2
"1173","vanslan01",1985,1,"OF",142,111,3034,234,13,1,4
"1174","venabma01",1985,1,"OF",39,26,714,60,3,0,0
"1175","violafr01",1985,1,"P",36,36,752,6,33,5,0
"1176","virgioz02",1985,1,"C",120,115,3086,667,52,4,11
"1177","vonohda01",1985,1,"P",26,0,130,2,9,0,1
"1178","vuckope01",1985,1,"P",22,22,338,5,14,1,1
"1179","vukovge01",1985,1,"OF",137,108,2974,250,4,3,0
"1180","waddeto01",1985,1,"P",49,9,338,10,15,0,0
"1181","waitsri01",1985,1,"P",24,0,141,8,4,0,0
"1182","walkbo01",1985,1,"P",9,9,176,7,2,0,0
"1183","walkech01",1985,1,"2B",2,0,6,1,0,0,0
"1184","walkech01",1985,1,"OF",6,1,45,3,0,0,0
"1185","walkedu01",1985,1,"OF",10,7,177,15,0,2,0
"1186","walkedu01",1985,2,"OF",32,28,708,51,6,0,1
"1187","walkegr01",1985,1,"1B",151,146,3934,1217,97,8,116
"1188","wallati01",1985,1,"3B",154,152,4045,148,383,18,34
"1189","wallide01",1985,1,"1B",46,30,864,283,20,2,22
"1190","wallide01",1985,1,"3B",51,48,1209,31,104,9,9
"1191","wallide01",1985,1,"OF",13,4,181,12,0,1,0
"1192","waltege01",1985,1,"P",15,0,66,1,4,0,0
"1193","wardco01",1985,1,"P",6,2,37,0,2,0,0
"1194","wardga01",1985,1,"OF",153,151,3917,304,11,10,2
"1195","wardlcu01",1985,1,"P",35,0,147,4,11,0,1
"1196","wardlcu01",1985,2,"P",15,12,198,1,4,1,0
"1197","warremi01",1985,1,"P",16,6,147,2,1,1,1
"1198","washicl01",1985,1,"OF",99,90,2459,122,3,5,1
"1199","washiro01",1985,1,"1B",1,0,3,1,0,0,0
"1200","washiro01",1985,1,"2B",24,15,426,31,50,4,8
"1201","washiro01",1985,1,"3B",7,6,132,3,12,0,1
"1202","washiro01",1985,1,"SS",31,10,343,20,38,3,5
"1203","washiul01",1985,1,"2B",43,34,932,70,104,4,22
"1204","washiul01",1985,1,"3B",3,1,35,1,1,2,0
"1205","washiul01",1985,1,"SS",9,7,180,5,25,1,7
"1206","wathajo01",1985,1,"1B",6,1,42,12,1,0,0
"1207","wathajo01",1985,1,"C",49,40,1115,247,28,4,6
"1208","weaveji03",1985,1,"OF",4,0,24,1,0,0,0
"1209","webstmi01",1985,1,"OF",2,0,9,0,0,0,0
"1210","webstmi01",1985,2,"OF",64,53,1444,133,3,1,0
"1211","wegmabi01",1985,1,"P",3,3,53,3,0,0,0
"1212","wehrmda01",1985,1,"P",23,0,118,3,2,0,2
"1213","welchbo01",1985,1,"P",23,23,502,15,27,3,1
"1214","wellmbr01",1985,1,"2B",36,26,688,55,60,2,11
"1215","wellmbr01",1985,1,"3B",25,14,490,10,45,6,2
"1216","wellmbr01",1985,1,"SS",3,1,27,1,2,1,2
"1217","welshch01",1985,1,"P",25,6,229,1,10,0,1
"1218","whitalo01",1985,1,"2B",150,146,3923,314,414,11,101
"1219","whitede03",1985,1,"OF",16,1,111,10,1,0,0
"1220","whitefr01",1985,1,"2B",149,147,3918,342,490,17,101
"1221","whitele01",1985,1,"P",5,0,22,1,0,0,0
"1222","whitfte01",1985,1,"OF",28,17,403,23,2,2,0
"1223","whitsed01",1985,1,"P",30,30,476,8,16,3,3
"1224","whitter01",1985,1,"C",134,113,3094,649,38,8,6
"1225","wiggial01",1985,1,"2B",9,9,246,22,21,0,4
"1226","wiggial01",1985,2,"2B",76,74,1941,148,186,14,58
"1227","wilcomi01",1985,1,"P",8,8,117,3,12,2,2
"1228","wilforo01",1985,1,"2B",69,53,1509,124,216,5,45
"1229","wilkecu01",1985,1,"2B",19,18,474,40,54,3,15
"1230","wilkecu01",1985,1,"SS",110,93,2441,125,274,18,50
"1231","wilkibi01",1985,1,"P",2,2,18,0,2,0,0
"1232","willaje01",1985,1,"C",96,83,2251,427,52,5,11
"1233","willica01",1985,1,"P",11,0,41,0,1,1,0
"1234","willifr01",1985,1,"P",49,0,219,4,12,4,2
"1235","willima03",1985,1,"P",6,3,78,0,1,1,0
"1236","willire01",1985,1,"OF",15,0,98,8,1,1,0
"1237","willsfr01",1985,1,"P",24,18,369,9,17,0,1
"1238","wilsogl01",1985,1,"OF",158,154,4091,343,18,12,4
"1239","wilsoji03",1985,1,"1B",2,2,42,23,0,0,1
"1240","wilsomo01",1985,1,"OF",83,77,2099,216,0,8,0
"1241","wilsowi02",1985,1,"OF",140,140,3734,378,4,2,1
"1242","winfida01",1985,1,"OF",152,152,4057,316,13,3,3
"1243","winnihe01",1985,1,"OF",116,79,2357,229,6,4,2
"1244","winnji01",1985,1,"P",30,7,227,4,21,0,1
"1245","wittmi01",1985,1,"P",35,35,750,16,33,2,2
"1246","wockejo01",1985,1,"1B",7,4,120,39,1,0,5
"1247","wockejo01",1985,1,"C",2,0,15,5,0,0,0
"1248","wohlfji01",1985,1,"OF",43,32,817,58,1,0,0
"1249","wojnaed01",1985,1,"P",15,7,126,4,8,3,1
"1250","woodami01",1985,1,"2B",23,19,517,49,46,1,14
"1251","woodsga01",1985,1,"OF",56,9,542,42,1,0,0
"1252","woodwro01",1985,1,"P",5,2,80,5,0,2,0
"1253","worreto01",1985,1,"P",17,0,65,3,0,0,0
"1254","wrighge03",1985,1,"OF",102,93,2480,213,8,2,2
"1255","wrighri01",1985,1,"P",5,0,23,0,1,0,0
"1256","wynegbu01",1985,1,"C",96,90,2441,547,34,6,7
"1257","wynnema01",1985,1,"OF",99,85,2339,229,7,3,1
"1258","yeagest01",1985,1,"C",48,31,906,212,28,2,2
"1259","yettri01",1985,1,"P",1,1,1,0,0,0,0
"1260","yostne01",1985,1,"C",5,4,99,24,1,1,0
"1261","youmafl01",1985,1,"P",14,12,231,6,1,0,0
"1262","youngcu01",1985,1,"P",19,7,138,4,4,0,0
"1263","youngjo02",1985,1,"3B",1,1,18,0,2,1,0
"1264","youngjo02",1985,1,"OF",56,49,1353,103,4,5,0
"1265","youngma01",1985,1,"P",37,35,655,6,24,1,1
"1266","youngmi01",1985,1,"OF",90,83,2239,190,6,5,0
"1267","yountro01",1985,1,"1B",2,1,30,9,1,0,0
"1268","yountro01",1985,1,"OF",108,108,2803,258,4,8,2
"1269","zachrpa01",1985,1,"P",10,0,38,0,5,0,0
"1270","zahnge01",1985,1,"P",7,7,111,1,9,0,0
"1271","zuvelpa01",1985,1,"2B",42,20,666,55,88,2,15
"1272","zuvelpa01",1985,1,"3B",5,2,87,0,4,0,1
"1273","zuvelpa01",1985,1,"SS",33,27,699,57,81,6,23
"1274","aardsda01",2015,1,"P",33,0,92,0,1,1,0
"1275","abadfe01",2015,1,"P",62,0,143,2,4,0,0
"1276","abreujo02",2015,1,"1B",115,115,3051,952,60,11,100
"1277","achteaj01",2015,1,"P",11,0,40,1,0,1,0
"1278","ackledu01",2015,1,"2B",1,1,27,3,4,0,0
"1279","ackledu01",2015,1,"OF",78,52,1498,99,2,0,1
"1280","ackledu01",2015,2,"1B",4,3,81,28,2,0,0
"1281","ackledu01",2015,2,"2B",9,9,189,10,10,1,3
"1282","ackledu01",2015,2,"OF",4,2,57,3,0,0,0
"1283","adamecr01",2015,1,"2B",2,2,51,4,7,0,1
"1284","adamecr01",2015,1,"SS",13,11,279,15,30,2,8
"1285","adamsau01",2015,1,"P",28,0,100,0,4,0,0
"1286","adamsma01",2015,1,"1B",46,42,1056,321,32,3,30
"1287","adcocna01",2015,1,"P",13,0,54,2,3,1,0
"1288","adriaeh01",2015,1,"1B",1,1,27,5,0,0,0
"1289","adriaeh01",2015,1,"2B",20,13,389,27,42,2,11
"1290","adriaeh01",2015,1,"3B",1,1,21,1,2,0,0
"1291","adriaeh01",2015,1,"SS",20,16,455,24,54,1,13
"1292","affelje01",2015,1,"P",52,0,106,3,6,0,0
"1293","aguilje01",2015,1,"1B",4,4,108,26,3,0,1
"1294","ahmedni01",2015,1,"SS",129,116,3127,190,368,13,84
"1295","alberan01",2015,1,"P",1,0,8,0,0,0,0
"1296","alberha01",2015,1,"2B",24,21,570,40,73,2,14
"1297","alberha01",2015,1,"3B",7,2,77,2,3,0,0
"1298","alberha01",2015,1,"SS",8,3,102,4,13,0,3
"1299","alberma01",2015,1,"P",30,0,112,3,8,1,1
"1300","albural01",2015,1,"P",67,0,186,5,9,0,2
"1301","alcanar01",2015,1,"2B",8,6,171,14,18,1,2
"1302","alcanar01",2015,1,"3B",2,1,30,1,1,0,0
"1303","alexasc01",2015,1,"P",4,0,18,1,1,0,0
"1304","allenco01",2015,1,"P",70,0,208,2,4,0,0
"1305","almonab01",2015,1,"OF",14,10,272,12,0,0,0
"1306","almonab01",2015,2,"OF",50,49,1321,123,2,0,1
"1307","almonmi01",2015,1,"P",9,0,26,1,1,0,0
"1308","alonsyo01",2015,1,"1B",102,92,2479,817,54,3,71
"1309","alonsyo01",2015,1,"3B",2,2,42,0,2,0,0
"1310","altheaa01",2015,1,"OF",37,35,970,80,3,0,1
"1311","altuvjo01",2015,1,"2B",153,153,3992,247,417,5,81
"1312","alvarda01",2015,1,"P",6,0,11,0,0,0,0
"1313","alvarda02",2015,1,"OF",12,10,243,16,1,0,1
"1314","alvarhe01",2015,1,"P",4,4,67,3,4,1,0
"1315","alvarjo02",2015,1,"P",64,0,201,6,8,0,1
"1316","alvarpe01",2015,1,"1B",124,119,2719,966,68,23,98
"1317","alvarrj01",2015,1,"P",21,0,60,2,1,0,0
"1318","amarial01",2015,1,"2B",11,5,152,9,18,0,1
"1319","amarial01",2015,1,"3B",2,0,27,1,1,0,0
"1320","amarial01",2015,1,"OF",18,3,168,8,0,0,0
"1321","amarial01",2015,1,"P",1,0,1,0,0,0,0
"1322","amarial01",2015,1,"SS",85,79,2014,121,221,12,52
"1323","anderbr04",2015,1,"P",31,31,541,4,47,0,1
"1324","anderbr05",2015,1,"C",3,2,51,10,2,1,0
"1325","anderch01",2015,1,"P",27,27,458,8,14,2,2
"1326","anderco01",2015,1,"P",15,15,274,8,15,0,1
"1327","andrima01",2015,1,"P",25,8,197,4,5,0,1
"1328","andruel01",2015,1,"SS",160,159,4214,248,516,22,114
"1329","aokino01",2015,1,"OF",87,85,2189,136,4,0,0
"1330","araujel01",2015,1,"P",40,0,104,1,6,0,2
"1331","archech01",2015,1,"P",34,34,636,5,22,2,3
"1332","arciaos01",2015,1,"OF",19,18,438,37,0,1,0
"1333","arenano01",2015,1,"3B",157,156,4086,105,385,17,42
"1334","arencjp01",2015,1,"C",23,18,459,148,12,1,0
"1335","ariasjo01",2015,1,"1B",2,1,32,13,0,0,3
"1336","ariasjo01",2015,1,"2B",2,1,30,3,3,0,0
"1337","ariasjo01",2015,1,"3B",8,1,82,2,5,0,1
"1338","ariasjo01",2015,1,"SS",8,6,144,4,26,4,2
"1339","armstsh01",2015,1,"P",8,0,24,0,0,0,0
"1340","arojo01",2015,1,"P",6,0,31,1,0,0,0
"1341","arrieja01",2015,1,"P",33,33,687,33,49,4,5
"1342","ascheco01",2015,1,"3B",51,51,1304,26,97,8,13
"1343","ascheco01",2015,1,"OF",63,61,1568,107,3,2,1
"1344","asheral01",2015,1,"P",7,7,87,3,3,0,0
"1345","ashlene01",2015,1,"C",8,5,124,41,3,0,0
"1346","atchisc01",2015,1,"P",23,0,59,1,2,0,0
"1347","aumonph01",2015,1,"P",1,1,12,0,0,0,0
"1348","avilaal01",2015,1,"1B",23,13,402,120,9,1,12
"1349","avilaal01",2015,1,"C",44,43,1097,291,18,0,3
"1350","avilalu01",2015,1,"P",50,0,113,4,12,1,2
"1351","avilalu01",2015,2,"P",23,0,47,2,1,0,0
"1352","avilemi01",2015,1,"2B",11,9,234,11,39,1,8
"1353","avilemi01",2015,1,"3B",28,22,582,17,35,5,3
"1354","avilemi01",2015,1,"OF",39,28,770,54,1,1,0
"1355","avilemi01",2015,1,"SS",23,20,516,19,52,3,10
"1356","axelrdy01",2015,1,"P",6,0,37,0,1,0,0
"1357","axforjo01",2015,1,"P",60,0,167,6,8,1,1
"1358","aybarer01",2015,1,"SS",154,154,4007,244,359,17,71
"1359","badenbu01",2015,1,"P",68,0,199,3,9,0,0
"1360","baezja01",2015,1,"1B",1,0,3,0,0,0,0
"1361","baezja01",2015,1,"2B",17,5,179,13,16,1,7
"1362","baezja01",2015,1,"3B",11,6,192,5,19,1,1
"1363","baezja01",2015,1,"SS",8,5,135,7,14,0,3
"1364","baezpe01",2015,1,"P",52,0,153,1,4,1,1
"1365","bailean01",2015,1,"P",10,0,26,2,2,0,0
"1366","baileho02",2015,1,"P",2,2,34,1,2,0,0
"1367","bakerje03",2015,1,"1B",17,14,345,115,2,2,7
"1368","bakerje03",2015,1,"2B",1,1,9,1,2,0,0
"1369","bakerje03",2015,1,"3B",1,0,3,0,0,0,0
"1370","bakerje03",2015,1,"OF",1,0,6,0,0,0,0
"1371","bakersc02",2015,1,"P",2,2,33,1,1,0,0
"1372","balesco01",2015,1,"P",15,0,47,1,0,0,0
"1373","balfogr01",2015,1,"P",6,0,13,0,0,0,0
"1374","bandyje01",2015,1,"C",1,0,3,1,1,0,0
"1375","banuema01",2015,1,"P",7,6,79,0,2,1,0
"1376","barmecl01",2015,1,"1B",1,0,6,4,0,0,0
"1377","barmecl01",2015,1,"SS",89,51,1528,87,167,8,28
"1378","barneau01",2015,1,"2B",1,1,18,0,1,0,0
"1379","barneau01",2015,1,"3B",1,0,9,0,0,0,0
"1380","barneau01",2015,1,"C",11,7,208,57,5,0,0
"1381","barnebr02",2015,1,"OF",97,67,1914,134,4,2,2
"1382","barneda01",2015,1,"3B",1,0,5,0,0,0,0
"1383","barneda01",2015,1,"SS",1,1,21,0,3,0,0
"1384","barneda01",2015,2,"2B",15,6,201,10,23,1,3
"1385","barnema01",2015,1,"P",32,2,129,4,3,0,0
"1386","barnhtu01",2015,1,"C",73,67,1794,492,42,2,0
"1387","barnhtu01",2015,1,"OF",1,0,3,0,0,0,0
"1388","baronst01",2015,1,"C",4,4,87,34,1,0,0
"1389","barraky01",2015,1,"P",25,0,73,1,2,1,0
"1390","barreaa01",2015,1,"P",40,0,88,2,3,2,1
"1391","barriyh01",2015,1,"P",5,0,20,0,1,0,0
"1392","bassan01",2015,1,"P",33,0,192,6,8,1,2
"1393","bassich01",2015,1,"P",18,13,258,5,9,1,1
"1394","bastaan01",2015,1,"P",66,0,172,0,4,1,0
"1395","bauertr01",2015,1,"P",31,30,528,12,13,1,3
"1396","bautijo02",2015,1,"OF",118,118,3116,224,4,3,1
"1397","baxtemi01",2015,1,"1B",2,1,33,16,1,0,1
"1398","baxtemi01",2015,1,"OF",11,8,238,15,0,1,0
"1399","beachbr01",2015,1,"P",2,2,24,1,0,0,0
"1400","beckch02",2015,1,"P",1,1,18,0,2,0,0
"1401","beckhgo01",2015,1,"2B",11,7,204,22,25,0,10
"1402","beckhgo01",2015,1,"3B",76,39,1287,24,96,3,7
"1403","beckhgo01",2015,1,"SS",5,4,105,9,13,1,6
"1404","beckhti01",2015,1,"2B",38,21,621,31,59,5,13
"1405","beckhti01",2015,1,"3B",1,1,27,2,2,0,0
"1406","beckhti01",2015,1,"SS",28,22,623,23,52,2,10
"1407","bedroca01",2015,1,"P",34,0,100,2,4,0,0
"1408","beeleda01",2015,1,"P",3,3,25,1,2,0,0
"1409","beimejo01",2015,1,"P",53,0,142,1,14,0,2
"1410","belisma01",2015,1,"P",34,0,101,1,7,0,0
"1411","belisro01",2015,1,"P",6,0,24,0,0,0,0
"1412","belivje01",2015,1,"P",5,0,8,0,0,0,0
"1413","bellaan01",2015,1,"P",17,0,70,0,2,1,1
"1414","beltbr01",2015,1,"1B",120,117,3150,1060,71,3,91
"1415","beltbr01",2015,1,"OF",14,13,289,16,0,2,0
"1416","beltrad01",2015,1,"3B",142,142,3713,105,267,17,28
"1417","beltrca01",2015,1,"OF",123,120,2905,166,5,3,3
"1418","benoijo01",2015,1,"P",67,0,196,3,8,0,0
"1419","bergmch01",2015,1,"P",30,4,205,5,10,0,2
"1420","bernido01",2015,1,"2B",2,0,9,0,3,0,1
"1421","bernido01",2015,1,"3B",2,1,30,0,1,0,0
"1422","berryqu01",2015,1,"OF",5,0,27,0,0,0,0
"1423","betande01",2015,1,"P",74,0,252,5,8,0,0
"1424","betanra01",2015,1,"P",45,0,118,2,1,0,0
"1425","bethach01",2015,1,"C",42,41,1071,305,22,4,4
"1426","bettich01",2015,1,"P",20,20,345,12,11,0,0
"1427","bettsmo01",2015,1,"OF",144,141,3762,358,10,5,2
"1428","biancje01",2015,1,"3B",2,0,18,0,2,0,0
"1429","biancje01",2015,1,"SS",1,0,3,1,1,0,1
"1430","billich01",2015,1,"P",7,7,111,2,6,1,1
"1431","birdgr01",2015,1,"1B",46,42,1139,376,24,1,33
"1432","blackch02",2015,1,"OF",155,146,3911,327,9,3,2
"1433","blairca01",2015,1,"C",11,9,251,57,1,4,0
"1434","blancan01",2015,1,"1B",1,1,24,11,1,0,0
"1435","blancan01",2015,1,"2B",22,14,427,28,53,2,14
"1436","blancan01",2015,1,"3B",36,25,749,19,49,3,3
"1437","blancan01",2015,1,"SS",10,7,195,8,23,1,4
"1438","blancgr01",2015,1,"OF",93,78,2198,183,1,3,0
"1439","blankky01",2015,1,"1B",13,13,342,105,6,0,10
"1440","blankky01",2015,1,"OF",3,3,75,5,0,0,0
"1441","blantjo01",2015,1,"P",15,4,125,4,6,0,0
"1442","blantjo01",2015,2,"P",21,0,103,3,2,1,0
"1443","blazemi01",2015,1,"P",45,0,167,5,9,1,0
"1444","blevije01",2015,1,"P",7,0,15,0,1,0,0
"1445","bloomwi01",2015,1,"1B",3,3,73,24,1,0,4
"1446","bloomwi01",2015,1,"2B",8,2,93,6,6,0,2
"1447","bloomwi01",2015,1,"3B",5,2,72,1,5,0,0
"1448","bloomwi01",2015,1,"OF",7,4,111,4,1,0,0
"1449","bloomwi01",2015,1,"SS",7,5,117,6,14,0,1
"1450","bochybr02",2015,1,"P",4,0,9,0,0,0,0
"1451","boescbr01",2015,1,"OF",23,15,433,36,0,0,0
"1452","bogaexa01",2015,1,"SS",156,154,4081,236,429,11,95
"1453","bogusbr01",2015,1,"OF",16,14,386,30,2,3,1
"1454","bolsimi01",2015,1,"P",21,21,328,8,7,3,1
"1455","bonifem01",2015,1,"2B",17,11,313,27,37,3,11
"1456","bonifem01",2015,1,"3B",1,0,3,0,0,0,0
"1457","bonifem01",2015,1,"OF",5,1,45,3,0,0,0
"1458","bourgja01",2015,1,"OF",48,40,1110,85,2,2,0
"1459","bourjpe01",2015,1,"OF",93,41,1430,125,1,1,1
"1460","bourju01",2015,1,"1B",111,101,2699,836,47,6,106
"1461","bournmi01",2015,1,"OF",89,80,2144,182,4,0,2
"1462","bournmi01",2015,2,"OF",42,35,987,91,3,1,1
"1463","boxbebr01",2015,1,"P",69,0,189,1,6,2,0
"1464","boydma01",2015,1,"P",2,2,20,0,2,0,0
"1465","boydma01",2015,2,"P",11,10,152,1,5,1,0
"1466","boyerbl01",2015,1,"P",68,0,195,7,13,2,1
"1467","brachbr01",2015,1,"P",62,0,238,3,6,1,1
"1468","brachsi01",2015,1,"P",13,0,37,1,0,0,0
"1469","bradlar01",2015,1,"P",8,8,107,4,2,0,0
"1470","bradlja02",2015,1,"OF",73,66,1825,159,4,1,2
"1471","brantmi02",2015,1,"OF",118,118,3104,212,8,2,1
"1472","brantro01",2015,1,"C",14,9,261,82,3,0,1
"1473","braunry02",2015,1,"OF",130,128,3363,205,5,2,1
"1474","breslcr01",2015,1,"P",45,2,195,3,5,1,1
"1475","brettry01",2015,1,"2B",3,1,24,3,3,1,1
"1476","brighja01",2015,1,"P",12,0,50,0,0,0,0
"1477","brignre01",2015,1,"3B",2,1,30,1,0,0,0
"1478","britoso01",2015,1,"OF",7,5,156,15,2,0,1
"1479","brittza01",2015,1,"P",64,0,197,5,21,0,0
"1480","broadmi01",2015,1,"P",21,0,52,1,2,0,0
"1481","brookaa01",2015,1,"P",2,0,13,0,0,0,0
"1482","brookaa01",2015,2,"P",11,9,153,5,2,0,1
"1483","brothre01",2015,1,"P",17,0,31,0,2,0,1
"1484","brownbr02",2015,1,"P",36,0,99,1,4,0,0
"1485","browndo01",2015,1,"OF",50,47,1210,99,4,1,1
"1486","browntr01",2015,1,"C",13,12,324,77,7,1,0
"1487","broxtjo01",2015,1,"P",40,0,110,4,8,0,0
"1488","broxtjo01",2015,2,"P",26,0,71,1,5,1,0
"1489","broxtke01",2015,1,"OF",2,0,7,0,0,0,0
"1490","bruceja01",2015,1,"OF",150,150,3959,300,11,3,0
"1491","bryankr01",2015,1,"1B",1,1,18,2,1,0,0
"1492","bryankr01",2015,1,"3B",144,136,3628,81,249,17,21
"1493","bryankr01",2015,1,"OF",19,10,294,20,1,0,0
"1494","buchada01",2015,1,"P",15,15,224,2,5,1,2
"1495","buchaja01",2015,1,"P",5,0,27,0,1,0,0
"1496","buchhcl01",2015,1,"P",18,18,340,9,6,2,0
"1497","buehrma01",2015,1,"P",32,32,596,11,29,3,4
"1498","bumgama01",2015,1,"P",32,32,655,5,19,1,1
"1499","burawda01",2015,1,"P",1,0,2,0,0,0,0
"1500","burawda01",2015,2,"P",12,0,37,0,1,0,0
"1501","burgoen02",2015,1,"P",30,0,81,0,2,0,0
"1502","burneaj01",2015,1,"P",26,26,492,11,20,3,1
"1503","burnsbi02",2015,1,"OF",125,118,3198,280,2,3,2
"1504","burriem01",2015,1,"2B",1,0,3,0,1,0,0
"1505","buterdr01",2015,1,"1B",3,0,18,1,0,0,0
"1506","buterdr01",2015,1,"C",7,7,168,40,5,1,0
"1507","buterdr01",2015,2,"1B",5,1,54,17,4,0,0
"1508","buterdr01",2015,2,"C",42,23,680,171,12,3,1
"1509","butlebi03",2015,1,"1B",7,7,171,49,7,0,4
"1510","butleed01",2015,1,"P",16,16,238,10,15,4,2
"1511","butlejo04",2015,1,"OF",34,24,649,55,1,1,0
"1512","buxtoby01",2015,1,"OF",44,35,981,115,2,0,0
"1513","byrdma01",2015,1,"OF",92,91,2429,173,2,0,0
"1514","byrdma01",2015,2,"OF",37,35,944,68,2,0,0
"1515","cabrace01",2015,1,"P",2,0,3,0,0,0,0
"1516","cabreas01",2015,1,"SS",136,131,3423,150,284,9,51
"1517","cabreev01",2015,1,"2B",2,2,48,4,5,0,0
"1518","cabreev01",2015,1,"SS",27,26,673,22,62,3,9
"1519","cabreme01",2015,1,"OF",150,150,3974,220,8,5,0
"1520","cabremi01",2015,1,"1B",107,107,2797,903,76,4,96
"1521","cabrera01",2015,1,"C",8,6,150,41,5,0,0
"1522","cahiltr01",2015,1,"P",15,3,79,4,6,0,0
"1523","cahiltr01",2015,2,"P",11,0,51,1,4,0,0
"1524","cainlo01",2015,1,"OF",137,137,3577,391,6,10,2
"1525","cainma01",2015,1,"P",13,11,182,2,4,0,0
"1526","calhoko01",2015,1,"1B",1,0,3,1,0,0,0
"1527","calhoko01",2015,1,"OF",157,157,4151,342,11,4,1
"1528","calixor01",2015,1,"SS",1,0,12,0,2,0,0
"1529","callaal01",2015,1,"2B",4,4,88,11,12,0,4
"1530","callaal01",2015,1,"3B",28,24,630,9,44,3,4
"1531","callaal01",2015,2,"3B",37,26,767,17,48,2,4
"1532","caminar01",2015,1,"P",73,0,224,2,9,0,0
"1533","campber01",2015,1,"1B",5,3,83,30,3,0,4
"1534","campber01",2015,1,"3B",48,39,1094,28,65,8,5
"1535","campber01",2015,1,"OF",4,3,118,8,1,0,0
"1536","campole01",2015,1,"P",1,0,3,0,0,0,0
"1537","canhama01",2015,1,"1B",75,57,1613,491,47,4,58
"1538","canhama01",2015,1,"3B",1,0,6,0,2,0,0
"1539","canhama01",2015,1,"OF",61,49,1268,107,0,2,0
"1540","canoro01",2015,1,"2B",149,149,3949,287,403,6,104
"1541","cappsca01",2015,1,"P",30,0,93,1,5,0,1
"1542","capuach01",2015,1,"P",22,4,122,0,10,0,2
"1543","carlybu01",2015,1,"P",11,0,24,2,0,0,0
"1544","carmofa01",2015,1,"P",20,11,254,6,12,0,0
"1545","carpeda01",2015,1,"P",22,0,56,1,2,1,0
"1546","carpeda01",2015,2,"P",8,0,18,1,0,0,0
"1547","carpeda02",2015,1,"P",4,0,11,1,0,0,0
"1548","carpema01",2015,1,"1B",3,1,31,13,1,0,2
"1549","carpema01",2015,1,"2B",11,9,176,12,19,0,4
"1550","carpema01",2015,1,"3B",146,141,3732,77,234,14,25
"1551","carraca01",2015,1,"P",30,30,551,8,14,0,1
"1552","carreez01",2015,1,"OF",81,44,1370,97,1,2,0
"1553","carrosc02",2015,1,"P",18,0,110,2,4,1,0
"1554","cartech02",2015,1,"1B",115,105,2740,911,67,8,85
"1555","casalcu01",2015,1,"C",37,32,826,241,15,1,4
"1556","cashnan01",2015,1,"P",31,31,554,9,34,1,3
"1557","casteni01",2015,1,"3B",145,142,3527,92,249,12,27
"1558","castiru01",2015,1,"OF",75,67,1843,152,6,5,0
"1559","castiwe01",2015,1,"C",9,8,192,56,0,2,1
"1560","castiwe01",2015,2,"C",5,4,139,39,1,0,1
"1561","castiwe01",2015,3,"C",74,71,1879,511,34,5,2
"1562","castran01",2015,1,"P",5,0,12,0,0,0,0
"1563","castrda01",2015,1,"2B",12,12,297,23,39,0,13
"1564","castrda01",2015,1,"3B",5,1,57,3,3,1,3
"1565","castrda01",2015,1,"SS",10,8,231,12,23,0,10
"1566","castrja01",2015,1,"C",103,102,2650,777,62,1,5
"1567","castrmi01",2015,1,"P",13,0,37,0,0,0,0
"1568","castrmi01",2015,2,"P",5,0,16,0,2,0,0
