"","playerID","yearID","stint","POS","G","GS","InnOuts","PO","A","E","DP"
"1569","castrsi01",2015,1,"P",11,0,31,0,1,0,0
"1570","castrst01",2015,1,"2B",38,29,774,47,85,6,20
"1571","castrst01",2015,1,"SS",109,104,2829,143,323,18,58
"1572","cecchga01",2015,1,"1B",1,0,12,4,1,0,1
"1573","cecilbr01",2015,1,"P",63,0,163,3,5,1,0
"1574","cecilda01",2015,1,"OF",21,13,388,36,2,0,1
"1575","cedenxa01",2015,1,"P",5,0,9,0,0,0,0
"1576","cedenxa01",2015,2,"P",61,0,129,2,8,1,1
"1577","centeju01",2015,1,"C",7,5,138,44,3,1,0
"1578","cervefr01",2015,1,"C",128,124,3299,992,82,7,6
"1579","cespeyo01",2015,1,"OF",99,99,2597,204,9,5,1
"1580","cespeyo01",2015,2,"OF",54,53,1407,124,4,2,0
"1581","chacijh01",2015,1,"P",5,4,80,2,4,0,0
"1582","chafian01",2015,1,"P",66,0,225,4,10,1,1
"1583","chambjo03",2015,1,"P",30,0,66,2,2,0,0
"1584","chambjo03",2015,2,"P",6,0,17,1,1,0,0
"1585","chapmar01",2015,1,"P",65,0,199,1,2,0,0
"1586","chapmke02",2015,1,"P",3,0,16,0,1,0,0
"1587","chaveje01",2015,1,"P",30,26,471,10,10,2,0
"1588","chenbr01",2015,1,"P",2,2,19,0,0,0,0
"1589","chenwe02",2015,1,"P",31,31,574,12,22,2,4
"1590","chiriro01",2015,1,"C",78,73,1935,474,31,6,2
"1591","chiselo01",2015,1,"3B",50,45,1217,30,101,5,12
"1592","chiselo01",2015,1,"OF",51,40,1063,87,5,1,2
"1593","choatra01",2015,1,"P",71,0,82,5,9,0,1
"1594","choicmi01",2015,1,"OF",1,0,9,0,0,1,0
"1595","choosh01",2015,1,"OF",148,144,3786,315,5,5,2
"1596","cingrto01",2015,1,"P",35,1,100,0,6,0,1
"1597","ciriape01",2015,1,"1B",2,2,48,14,1,0,4
"1598","ciriape01",2015,1,"2B",7,5,138,13,15,0,7
"1599","ciriape01",2015,1,"3B",24,8,305,11,16,1,1
"1600","ciriape01",2015,1,"OF",1,0,6,1,0,0,0
"1601","ciriape01",2015,1,"SS",9,9,207,12,21,0,5
"1602","cishest01",2015,1,"P",32,0,96,4,5,1,0
"1603","cishest01",2015,2,"P",27,0,70,0,2,1,0
"1604","claudal01",2015,1,"P",18,0,47,2,4,0,1
"1605","clevest01",2015,1,"1B",1,0,6,4,0,0,0
"1606","clevest01",2015,1,"C",9,6,168,43,3,0,0
"1607","clippty01",2015,1,"P",37,0,116,1,2,0,0
"1608","clippty01",2015,2,"P",32,0,97,2,4,0,1
"1609","coghlch01",2015,1,"1B",5,0,39,19,0,0,3
"1610","coghlch01",2015,1,"2B",15,11,236,14,20,1,1
"1611","coghlch01",2015,1,"3B",3,1,30,1,0,0,0
"1612","coghlch01",2015,1,"OF",119,107,2696,164,9,0,0
"1613","cokeph01",2015,1,"P",16,0,30,2,3,1,0
"1614","cokeph01",2015,2,"P",2,0,8,0,1,0,0
"1615","colabch01",2015,1,"1B",34,29,720,248,11,1,24
"1616","colabch01",2015,1,"OF",46,46,1095,70,0,3,0
"1617","coleaj01",2015,1,"P",3,1,28,0,3,1,0
"1618","colege01",2015,1,"P",32,32,624,10,37,0,1
"1619","colemdu01",2015,1,"3B",2,1,27,1,2,0,0
"1620","colemlo01",2015,1,"P",4,0,9,0,1,0,1
"1621","collity01",2015,1,"OF",43,40,1075,73,3,4,1
"1622","collmjo01",2015,1,"P",44,12,363,17,14,0,0
"1623","colomal01",2015,1,"P",43,13,329,5,12,0,0
"1624","colonba01",2015,1,"P",33,31,584,9,32,3,6
"1625","colonch01",2015,1,"2B",14,8,270,19,25,0,9
"1626","colonch01",2015,1,"3B",8,6,150,10,13,2,2
"1627","colonch01",2015,1,"SS",21,14,424,20,47,3,9
"1628","confomi01",2015,1,"OF",50,48,1169,85,6,0,0
"1629","congeha01",2015,1,"C",69,56,1544,472,22,4,5
"1630","congeha01",2015,1,"OF",1,0,6,0,0,0,0
"1631","conlead01",2015,1,"P",15,11,201,0,9,0,0
"1632","contrca01",2015,1,"P",22,0,84,3,1,0,0
"1633","cookry01",2015,1,"P",4,0,13,0,0,0,0
"1634","cookry01",2015,2,"P",5,0,13,0,0,1,0
"1635","cooneti01",2015,1,"P",6,6,94,1,5,0,0
"1636","copelsc01",2015,1,"P",5,3,46,1,4,0,1
"1637","corbipa01",2015,1,"P",16,16,255,2,18,1,2
"1638","cordier01",2015,1,"P",8,0,37,0,1,0,0
"1639","cornejo01",2015,1,"P",1,0,3,0,0,0,0
"1640","corpoca01",2015,1,"C",31,30,833,219,11,3,2
"1641","correca01",2015,1,"SS",99,99,2612,112,265,13,41
"1642","correke01",2015,1,"P",5,5,70,1,1,0,0
"1643","cosarja01",2015,1,"P",14,13,209,1,19,0,0
"1644","cothaca01",2015,1,"P",12,0,29,0,0,0,0
"1645","cottsne01",2015,1,"P",51,0,149,2,5,0,0
"1646","cottsne01",2015,2,"P",17,0,41,0,0,0,0
"1647","couloda01",2015,1,"P",5,0,25,0,0,0,0
"1648","couloda01",2015,2,"P",9,0,23,1,0,0,0
"1649","cowarka01",2015,1,"3B",33,13,450,10,40,2,4
"1650","cowgico01",2015,1,"OF",46,17,600,52,2,0,0
"1651","cozarza01",2015,1,"SS",52,52,1349,79,132,3,30
"1652","craigal01",2015,1,"1B",6,3,99,29,3,0,3
"1653","craigal01",2015,1,"OF",16,9,309,26,0,0,0
"1654","cravyty01",2015,1,"P",14,7,128,2,3,0,0
"1655","crawfbr01",2015,1,"SS",140,136,3601,191,427,13,89
"1656","crawfca02",2015,1,"OF",51,42,1040,38,0,0,0
"1657","crispco01",2015,1,"OF",37,27,760,51,1,0,0
"1658","crockky01",2015,1,"P",31,0,53,0,2,0,0
"1659","croncj01",2015,1,"1B",58,54,1382,385,31,6,33
"1660","cruzne02",2015,1,"OF",80,80,2112,151,6,4,1
"1661","cruzto03",2015,1,"3B",3,0,18,0,2,0,1
"1662","cruzto03",2015,1,"C",51,30,861,251,16,0,1
"1663","cuddymi01",2015,1,"1B",18,15,423,116,11,0,11
"1664","cuddymi01",2015,1,"OF",75,72,1820,103,4,3,0
"1665","cuetojo01",2015,1,"P",19,19,392,12,18,0,1
"1666","cuetojo01",2015,2,"P",13,13,244,9,4,0,1
"1667","cunnibr02",2015,1,"P",39,0,105,1,3,1,0
"1668","cunnito01",2015,1,"OF",27,19,552,47,1,0,1
"1669","cuthbch01",2015,1,"1B",1,0,3,0,0,0,0
"1670","cuthbch01",2015,1,"2B",1,0,6,1,0,0,0
"1671","cuthbch01",2015,1,"3B",17,12,345,7,31,1,3
"1672","danksjo01",2015,1,"P",30,30,533,6,20,3,1
"1673","danksjo02",2015,1,"OF",1,0,4,0,0,0,0
"1674","darnach01",2015,1,"3B",1,1,27,2,7,0,2
"1675","darnach01",2015,1,"SS",3,2,64,3,7,0,1
"1676","darnatr01",2015,1,"C",64,64,1708,556,25,3,6
"1677","davieky01",2015,1,"P",1,0,7,0,1,0,0
"1678","davieza01",2015,1,"P",6,6,102,1,8,0,1
"1679","davisch02",2015,1,"1B",111,108,2841,882,53,3,77
"1680","davisch02",2015,1,"OF",30,29,760,39,2,0,0
"1681","davisik02",2015,1,"1B",65,61,1575,492,41,4,53
"1682","davisik02",2015,1,"P",2,0,6,0,0,0,0
"1683","daviskh01",2015,1,"OF",108,107,2614,171,1,5,0
"1684","davisra01",2015,1,"OF",91,67,1907,161,2,2,0
"1685","daviswa01",2015,1,"P",69,0,202,9,8,1,1
"1686","deazaal01",2015,1,"OF",27,27,676,56,2,1,0
"1687","deazaal01",2015,2,"OF",52,41,1162,64,2,0,0
"1688","deazaal01",2015,3,"OF",17,13,376,33,0,1,0
"1689","deckeco01",2015,1,"1B",3,1,30,5,2,0,1
"1690","deckeja01",2015,1,"OF",9,4,156,8,1,2,0
"1691","deckeja01",2015,1,"P",1,0,3,0,1,0,0
"1692","dedunsa01",2015,1,"P",9,2,63,2,1,0,0
"1693","defraju01",2015,1,"P",61,0,240,10,3,2,1
"1694","degroja01",2015,1,"P",30,30,573,17,32,0,3
"1695","dejesda01",2015,1,"OF",53,45,1169,89,3,1,0
"1696","dejesda01",2015,2,"OF",15,10,291,12,0,0,0
"1697","dejesiv02",2015,1,"1B",4,1,48,9,2,0,1
"1698","dejesiv02",2015,1,"2B",20,13,400,25,50,0,9
"1699","dejesiv02",2015,1,"3B",13,6,210,6,15,0,0
"1700","dejesiv02",2015,1,"OF",18,14,371,30,0,2,0
"1701","dejesiv02",2015,1,"SS",10,8,241,15,24,3,6
"1702","delabst01",2015,1,"P",31,0,88,2,2,0,0
"1703","delarjo01",2015,1,"P",26,26,447,5,22,0,0
"1704","delarru01",2015,1,"P",32,32,566,26,17,0,3
"1705","delgara01",2015,1,"P",64,1,216,5,7,0,0
"1706","delosab01",2015,1,"P",2,0,5,0,0,0,0
"1707","dendema01",2015,1,"OF",38,19,648,33,0,1,0
"1708","denorch01",2015,1,"OF",75,45,1293,88,5,0,0
"1709","denorch01",2015,1,"P",1,0,1,0,0,0,0
"1710","depaujo02",2015,1,"P",1,0,10,0,0,0,0
"1711","descada01",2015,1,"1B",7,2,75,29,1,0,1
"1712","descada01",2015,1,"2B",15,11,298,24,24,3,8
"1713","descada01",2015,1,"3B",5,4,103,3,12,0,1
"1714","descada01",2015,1,"OF",1,0,1,0,0,0,0
"1715","descada01",2015,1,"SS",33,22,652,36,80,5,16
"1716","desclan01",2015,1,"P",31,31,554,14,21,2,0
"1717","deshide02",2015,1,"2B",1,0,9,0,3,0,0
"1718","deshide02",2015,1,"OF",113,110,2780,252,6,6,2
"1719","desmoia01",2015,1,"SS",155,155,4077,226,417,27,94
"1720","despaod01",2015,1,"P",34,18,377,5,30,0,0
"1721","detwiro01",2015,1,"P",17,7,129,3,10,0,0
"1722","detwiro01",2015,2,"P",24,0,46,1,5,0,0
"1723","diazja01",2015,1,"P",21,0,57,1,1,0,0
"1724","diazjo02",2015,1,"OF",2,0,18,4,0,0,0
"1725","diazjo02",2015,1,"SS",6,4,102,5,9,0,1
"1726","diazju03",2015,1,"P",61,0,181,6,1,0,1
"1727","dickeal01",2015,1,"OF",1,0,9,1,0,0,0
"1728","dickeco01",2015,1,"OF",55,55,1299,88,1,0,0
"1729","dickera01",2015,1,"P",33,33,643,11,25,0,1
"1730","diekmja01",2015,1,"P",41,0,110,0,5,1,1
"1731","diekmja01",2015,2,"P",26,0,65,1,5,0,0
"1732","dietrde01",2015,1,"1B",2,0,7,1,1,0,0
"1733","dietrde01",2015,1,"2B",2,1,24,2,0,0,0
"1734","dietrde01",2015,1,"3B",26,24,584,6,35,4,4
"1735","dietrde01",2015,1,"OF",46,45,1064,76,0,2,0
"1736","difowi01",2015,1,"2B",2,1,9,0,1,0,0
"1737","dominch01",2015,1,"1B",2,1,30,8,0,0,0
"1738","dominch01",2015,1,"OF",3,3,75,5,0,0,0
"1739","dominjo01",2015,1,"P",4,0,17,0,2,0,0
"1740","donaljo02",2015,1,"3B",150,150,3951,137,287,18,32
"1741","doolise01",2015,1,"P",12,0,41,0,1,0,1
"1742","dornda01",2015,1,"1B",2,1,30,7,0,0,0
"1743","dornda01",2015,1,"OF",3,2,69,3,0,0,0
"1744","doubrfe01",2015,1,"P",5,4,68,0,3,0,0
"1745","doubrfe01",2015,2,"P",11,8,158,4,12,0,1
"1746","doziebr01",2015,1,"2B",157,157,4149,303,456,8,111
"1747","drabeky01",2015,1,"P",3,0,16,0,0,0,0
"1748","drakeol01",2015,1,"P",13,0,47,1,3,0,0
"1749","drewst01",2015,1,"2B",123,94,2677,158,267,7,59
"1750","drewst01",2015,1,"3B",4,1,39,1,2,0,0
"1751","drewst01",2015,1,"SS",15,10,266,12,34,2,10
"1752","drurybr01",2015,1,"2B",6,4,114,11,9,1,3
"1753","drurybr01",2015,1,"3B",11,8,239,2,14,0,1
"1754","drurybr01",2015,1,"SS",1,1,18,1,2,0,0
"1755","dudalu01",2015,1,"1B",129,127,3383,1039,77,3,87
"1756","duensbr01",2015,1,"P",55,0,146,1,13,1,1
"1757","duffety01",2015,1,"P",10,10,174,7,4,1,0
"1758","duffyda01",2015,1,"P",30,24,410,2,18,3,2
"1759","duffyma01",2015,1,"1B",1,1,9,0,0,0,0
"1760","duffyma01",2015,1,"2B",9,7,196,13,17,1,5
"1761","duffyma01",2015,1,"3B",134,129,3451,78,250,12,20
"1762","duffyma01",2015,1,"SS",3,1,46,0,4,1,1
"1763","duffyma02",2015,1,"1B",2,0,6,2,0,0,0
"1764","duffyma02",2015,1,"3B",2,0,24,1,6,0,0
"1765","dukeza01",2015,1,"P",71,0,182,7,5,1,2
"1766","dullry01",2015,1,"P",13,0,51,0,0,0,0
"1767","dunnmi01",2015,1,"P",72,0,162,1,4,0,0
"1768","duvalad01",2015,1,"1B",4,2,57,17,0,0,2
"1769","duvalad01",2015,1,"OF",15,15,360,24,0,0,0
"1770","dykstal01",2015,1,"1B",13,11,261,92,1,2,9
"1771","dysonja01",2015,1,"OF",79,55,1682,145,8,2,4
"1772","dysonsa01",2015,1,"P",44,0,132,3,5,3,1
"1773","dysonsa01",2015,2,"P",31,0,94,1,6,0,0
"1774","easleed01",2015,1,"C",3,1,42,14,0,0,0
"1775","eatonad02",2015,1,"OF",145,144,3840,343,8,5,2
"1776","edwarca01",2015,1,"P",5,0,14,1,1,0,0
"1777","edwarjo02",2015,1,"P",11,0,18,1,0,0,0
"1778","edwarjo02",2015,2,"P",11,0,32,0,2,0,0
"1779","eickhje01",2015,1,"P",8,8,153,6,5,0,0
"1780","eliasro01",2015,1,"P",22,20,346,0,13,1,0
"1781","ellinbr02",2015,1,"P",23,0,75,0,5,0,0
"1782","ellisaj01",2015,1,"C",62,55,1476,515,49,0,3
"1783","ellsbja01",2015,1,"OF",110,106,2844,232,5,0,2
"1784","elmorja01",2015,1,"1B",25,22,571,178,7,3,13
"1785","elmorja01",2015,1,"2B",7,5,135,7,9,0,1
"1786","elmorja01",2015,1,"3B",9,6,177,6,7,2,3
"1787","elmorja01",2015,1,"OF",6,3,84,5,0,0,0
"1788","elmorja01",2015,1,"P",1,0,3,0,0,0,0
"1789","elmorja01",2015,1,"SS",7,4,137,6,13,0,3
"1790","encared01",2015,1,"1B",59,59,1444,466,32,3,33
"1791","eovalna01",2015,1,"P",27,27,463,10,20,0,2
"1792","erlinro01",2015,1,"P",3,3,51,0,2,1,0
"1793","escobal02",2015,1,"SS",148,148,3920,217,417,13,80
"1794","escobed01",2015,1,"2B",11,4,144,8,14,0,2
"1795","escobed01",2015,1,"3B",5,5,123,3,6,1,1
"1796","escobed01",2015,1,"OF",36,27,710,60,4,1,1
"1797","escobed01",2015,1,"SS",71,71,1882,93,190,4,44
"1798","escobyu01",2015,1,"3B",134,135,3380,56,171,7,14
"1799","espinda01",2015,1,"1B",5,5,132,34,3,0,4
"1800","espinda01",2015,1,"2B",81,75,1940,136,240,1,47
"1801","espinda01",2015,1,"3B",16,8,328,10,18,2,0
"1802","espinda01",2015,1,"OF",5,2,70,5,0,0,0
"1803","espinda01",2015,1,"SS",8,5,150,5,17,0,1
"1804","estrama01",2015,1,"P",34,28,543,10,8,1,0
"1805","ethiean01",2015,1,"OF",127,106,2759,177,6,4,2
"1806","evelada01",2015,1,"P",10,0,10,1,0,0,0
"1807","familje01",2015,1,"P",76,0,234,5,11,0,1
"1808","farmebu01",2015,1,"P",14,5,121,2,5,1,0
"1809","farquda01",2015,1,"P",43,0,153,3,11,0,0
"1810","faulkan01",2015,1,"P",11,0,29,1,1,0,0
"1811","feathta01",2015,1,"2B",33,25,660,48,55,2,12
"1812","feathta01",2015,1,"3B",39,10,413,9,32,0,3
"1813","feathta01",2015,1,"SS",22,7,282,21,34,4,4
"1814","feldmsc01",2015,1,"P",18,18,325,10,20,2,2
"1815","felizmi01",2015,1,"P",5,0,24,0,0,0,0
"1816","felizne01",2015,1,"P",18,0,59,0,2,0,0
"1817","felizne01",2015,2,"P",30,0,85,4,1,0,2
"1818","fernajo02",2015,1,"P",11,11,194,3,1,0,0
"1819","ferreje01",2015,1,"P",9,0,34,1,1,0,0
"1820","fieldda01",2015,1,"OF",1,0,21,2,0,1,0
"1821","fieldjo03",2015,1,"P",54,0,152,1,4,0,0
"1822","fieldpr01",2015,1,"1B",18,18,445,134,9,4,15
"1823","fieldth01",2015,1,"2B",14,12,312,23,41,3,4
"1824","fieldth01",2015,1,"SS",1,0,12,1,1,0,0
"1825","fienca01",2015,1,"P",62,0,190,5,5,0,0
"1826","fiersmi01",2015,1,"P",21,21,354,5,11,4,0
"1827","fiersmi01",2015,2,"P",10,9,187,5,10,0,0
"1828","figueco01",2015,1,"3B",2,2,54,0,3,1,0
"1829","finnebr01",2015,1,"P",14,0,73,0,2,0,1
"1830","finnebr01",2015,2,"P",6,4,71,0,4,0,0
"1831","fistedo01",2015,1,"P",25,15,309,8,18,3,2
"1832","flahery01",2015,1,"1B",11,8,228,92,2,0,8
"1833","flahery01",2015,1,"2B",56,52,1345,88,132,1,35
"1834","flahery01",2015,1,"3B",8,6,165,3,19,1,3
"1835","flahery01",2015,1,"OF",6,6,138,7,0,0,0
"1836","flahery01",2015,1,"SS",15,9,237,17,17,0,6
"1837","flandyo01",2015,1,"P",19,10,205,4,12,1,0
"1838","floreke01",2015,1,"P",7,1,38,0,2,0,0
"1839","florera02",2015,1,"OF",12,8,243,18,2,0,0
"1840","florewi01",2015,1,"2B",37,30,877,61,92,0,22
"1841","florewi01",2015,1,"SS",103,96,2507,119,267,14,62
"1842","floripe01",2015,1,"2B",3,0,12,2,1,0,1
"1843","floripe01",2015,1,"SS",17,4,193,10,20,2,2
"1844","flowety01",2015,1,"1B",2,0,15,3,1,0,0
"1845","flowety01",2015,1,"C",110,100,2635,877,63,5,10
"1846","floydga01",2015,1,"P",7,0,40,1,2,0,0
"1847","foltymi01",2015,1,"P",18,15,260,2,5,1,1
"1848","forsylo01",2015,1,"1B",26,15,415,120,6,2,10
"1849","forsylo01",2015,1,"2B",126,123,3220,164,299,7,43
"1850","forsylo01",2015,1,"3B",9,4,138,6,13,0,0
"1851","fowlede01",2015,1,"OF",152,149,3973,337,5,4,2
"1852","francje01",2015,1,"P",14,0,66,1,3,0,0
"1853","francje02",2015,1,"OF",101,69,1976,150,5,7,1
"1854","francje02",2015,1,"P",1,0,6,1,0,0,0
"1855","francma02",2015,1,"1B",2,2,48,13,1,0,1
"1856","francma02",2015,1,"3B",75,76,1992,49,119,10,11
"1857","frandke01",2015,1,"1B",4,3,78,24,2,0,0
"1858","frankni01",2015,1,"1B",10,5,165,46,4,2,7
"1859","frankni01",2015,1,"2B",17,12,360,16,36,1,7
"1860","frankni01",2015,1,"P",1,0,3,0,0,0,0
"1861","frankni01",2015,1,"SS",11,5,177,7,13,2,2
"1862","frasoja01",2015,1,"P",26,0,70,4,3,0,2
"1863","frasoja01",2015,2,"P",6,0,14,0,1,0,0
"1864","frazito01",2015,1,"3B",155,155,4114,102,274,19,21
"1865","freemfr01",2015,1,"1B",117,110,2874,893,63,4,103
"1866","freemsa01",2015,1,"P",54,0,115,1,5,0,0
"1867","freesda01",2015,1,"3B",113,112,2741,54,179,8,13
"1868","friasca01",2015,1,"P",17,13,233,16,10,0,0
"1869","friedch01",2015,1,"P",68,0,175,3,4,0,0
"1870","frierer01",2015,1,"P",22,0,70,0,0,0,0
"1871","fryerer01",2015,1,"C",15,7,207,52,0,1,1
"1872","fujikky01",2015,1,"P",2,0,5,0,0,0,0
"1873","fuldsa01",2015,1,"OF",108,75,2117,191,11,4,3
"1874","furbuch01",2015,1,"P",33,0,65,2,3,1,0
"1875","galero01",2015,1,"C",6,1,51,18,0,0,0
"1876","gallayo01",2015,1,"P",33,33,553,17,21,1,2
"1877","gallojo01",2015,1,"3B",15,13,361,8,21,5,2
"1878","gallojo01",2015,1,"OF",19,15,377,21,1,0,0
"1879","galvifr01",2015,1,"2B",4,3,86,9,11,0,3
"1880","galvifr01",2015,1,"SS",146,144,3791,207,398,17,87
"1881","garcefr01",2015,1,"P",40,1,114,1,2,0,0
"1882","garciad01",2015,1,"3B",42,41,1036,23,63,10,6
"1883","garciad01",2015,1,"OF",10,7,168,9,1,0,0
"1884","garciav01",2015,1,"OF",130,129,3372,235,17,3,4
"1885","garcigr01",2015,1,"2B",10,6,177,15,15,3,6
"1886","garcigr01",2015,1,"3B",4,1,24,2,1,0,0
"1887","garcigr01",2015,1,"SS",12,7,195,10,23,1,6
"1888","garcija01",2015,1,"P",67,0,174,2,8,0,1
"1889","garcija02",2015,1,"P",20,20,389,2,30,2,1
"1890","garcija03",2015,1,"P",21,0,89,3,1,1,0
"1891","garcile02",2015,1,"2B",2,0,12,0,2,0,0
"1892","garcile02",2015,1,"OF",6,1,66,4,0,0,0
"1893","garcile02",2015,1,"P",1,0,3,0,0,0,0
"1894","garcile02",2015,1,"SS",3,0,15,0,0,1,0
"1895","garcilu03",2015,1,"P",72,0,200,4,20,0,1
"1896","garciyi01",2015,1,"P",59,1,170,4,5,0,1
"1897","gardnbr01",2015,1,"OF",150,140,3794,265,7,2,1
"1898","garnedu01",2015,1,"C",22,19,541,146,10,2,0
"1899","garzama01",2015,1,"P",26,25,446,9,16,1,0
"1900","gattiev01",2015,1,"OF",11,11,213,5,0,1,0
"1901","gausmke01",2015,1,"P",25,17,337,5,13,1,0
"1902","gearrco01",2015,1,"P",7,0,11,0,2,0,0
"1903","geedi01",2015,1,"P",8,7,119,5,10,1,2
"1904","geltzst01",2015,1,"P",70,2,202,0,6,0,1
"1905","gennesc01",2015,1,"2B",108,93,2457,176,273,7,71
"1906","gentrcr01",2015,1,"OF",25,16,417,35,2,2,1
"1907","germego01",2015,1,"P",6,0,18,0,0,0,0
"1908","germego01",2015,2,"P",29,1,98,1,4,0,0
"1909","giavojo01",2015,1,"2B",128,124,3284,216,307,12,64
"1910","giavojo01",2015,1,"SS",1,0,3,0,0,0,0
"1911","gibsoky01",2015,1,"P",32,32,584,16,27,1,3
"1912","gileske01",2015,1,"P",69,0,210,1,4,1,0
"1913","gillaco01",2015,1,"1B",2,0,15,4,1,0,0
"1914","gillaco01",2015,1,"3B",52,50,1146,23,74,12,4
"1915","gillaco01",2015,2,"2B",1,0,3,0,0,0,0
"1916","gillaco01",2015,2,"3B",17,17,425,11,24,2,1
"1917","gilleco01",2015,1,"OF",52,34,945,80,0,4,0
"1918","gilmase01",2015,1,"P",50,1,172,2,5,0,1
"1919","gimench01",2015,1,"C",36,32,837,230,13,3,3
"1920","givenmy01",2015,1,"P",22,0,90,3,6,0,1
"1921","godleza01",2015,1,"P",9,6,110,2,3,0,1
"1922","goedder01",2015,1,"P",35,0,100,1,1,0,0
"1923","goforda01",2015,1,"P",20,0,74,1,5,0,0
"1924","goinsry01",2015,1,"2B",66,62,1611,117,165,3,42
"1925","goinsry01",2015,1,"3B",2,0,12,0,1,0,0
"1926","goinsry01",2015,1,"OF",4,2,60,2,0,1,0
"1927","goinsry01",2015,1,"SS",58,48,1336,86,143,4,32
"1928","goldspa01",2015,1,"1B",157,155,4145,1378,123,5,129
"1929","gomesbr01",2015,1,"P",63,0,177,0,6,0,0
"1930","gomesjo01",2015,1,"OF",59,47,1239,64,4,0,0
"1931","gomesjo01",2015,1,"P",1,0,3,0,0,0,0
"1932","gomesjo01",2015,2,"OF",6,6,120,3,0,0,0
"1933","gomesya01",2015,1,"C",91,90,2400,746,58,3,8
"1934","gomezca01",2015,1,"2B",1,0,3,0,0,0,0
"1935","gomezca01",2015,1,"OF",72,71,1868,172,2,6,1
"1936","gomezca01",2015,2,"OF",39,38,1011,97,3,1,2
"1937","gomezhe01",2015,1,"2B",27,18,489,31,54,1,16
"1938","gomezhe01",2015,1,"3B",12,4,141,5,8,1,0
"1939","gomezhe01",2015,1,"OF",1,0,9,0,0,0,0
"1940","gomezhe01",2015,1,"SS",8,6,171,10,17,2,5
"1941","gomezje01",2015,1,"P",65,0,224,4,12,0,1
"1942","gonzaad01",2015,1,"1B",149,145,3763,1267,116,6,100
"1943","gonzaca01",2015,1,"OF",151,142,3691,253,8,7,1
"1944","gonzach01",2015,1,"P",14,10,201,4,13,0,0
"1945","gonzagi01",2015,1,"P",31,31,527,9,32,0,1
"1946","gonzama01",2015,1,"1B",43,20,638,203,14,1,14
"1947","gonzama01",2015,1,"2B",15,9,309,17,38,1,7
"1948","gonzama01",2015,1,"3B",21,16,403,7,22,2,1
"1949","gonzama01",2015,1,"OF",15,12,292,21,1,1,0
"1950","gonzama01",2015,1,"SS",32,29,753,34,81,3,15
"1951","gonzama02",2015,1,"P",1,1,8,0,0,0,0
"1952","gonzami03",2015,1,"P",26,26,434,10,14,0,3
"1953","gonzase01",2015,1,"P",7,7,92,3,2,0,0
"1954","goodyni01",2015,1,"P",7,0,17,1,1,0,0
"1955","gordoal01",2015,1,"OF",101,100,2594,193,4,0,1
"1956","gordode01",2015,1,"2B",145,144,3810,293,434,6,111
"1957","gorete01",2015,1,"OF",4,0,30,0,0,0,0
"1958","gorzeto01",2015,1,"P",48,0,118,2,4,0,0
"1959","gosean01",2015,1,"OF",137,125,3360,352,4,4,1
"1960","gosewtu01",2015,1,"C",37,34,934,256,24,1,0
"1961","gosseph01",2015,1,"2B",3,3,72,4,5,1,3
"1962","gosseph01",2015,1,"3B",5,4,96,2,9,1,1
"1963","gosseph01",2015,2,"2B",13,12,276,17,28,1,4
"1964","gosseph01",2015,2,"3B",2,2,39,0,2,0,0
"1965","gosseph01",2015,2,"OF",3,1,54,3,0,0,0
"1966","gotttr01",2015,1,"P",48,0,143,4,8,0,0
"1967","gracema02",2015,1,"P",26,0,51,0,4,0,0
"1968","grahajr01",2015,1,"P",39,1,191,6,11,0,0
"1969","grandcu01",2015,1,"OF",150,143,3875,287,9,5,1
"1970","grandya01",2015,1,"1B",6,2,81,26,1,0,6
"1971","grandya01",2015,1,"C",107,100,2653,811,60,3,5
"1972","graveke01",2015,1,"P",21,21,347,11,11,2,1
"1973","grayjo02",2015,1,"P",9,9,122,3,4,0,0
"1974","grayso01",2015,1,"P",31,31,624,37,23,0,1
"1975","greengr01",2015,1,"1B",5,2,75,22,0,0,1
"1976","greengr01",2015,1,"2B",11,10,228,14,19,1,4
"1977","greengr01",2015,1,"OF",1,0,3,1,0,0,0
"1978","greengr01",2015,1,"SS",1,1,18,1,0,0,0
"1979","greenni02",2015,1,"P",1,0,0,0,0,0,0
"1980","greensh02",2015,1,"P",18,16,251,4,10,2,2
"1981","gregelu01",2015,1,"P",64,0,183,3,17,0,3
"1982","greggke01",2015,1,"P",11,0,32,1,0,1,0
"1983","gregodi01",2015,1,"SS",155,147,3990,177,430,13,77
"1984","greinza01",2015,1,"P",32,32,668,19,41,2,2
"1985","grichra01",2015,1,"OF",85,81,2159,151,2,3,1
"1986","grillja01",2015,1,"P",36,0,101,1,3,1,0
"1987","grimmju01",2015,1,"P",62,0,149,2,0,1,0
"1988","grossro01",2015,1,"OF",19,14,381,18,0,0,0
"1989","guaipma01",2015,1,"P",21,0,80,1,1,0,0
"1990","guerral01",2015,1,"3B",22,18,449,10,34,1,3
"1991","guerral01",2015,1,"OF",29,27,619,29,1,2,0
"1992","guerrde01",2015,1,"P",10,0,50,4,2,0,0
"1993","guerrja01",2015,1,"P",3,0,5,0,0,0,0
"1994","guerrju02",2015,1,"P",3,0,12,1,2,0,1
"1995","guilmpr01",2015,1,"P",3,0,16,0,1,0,0
"1996","guilmpr01",2015,2,"P",2,0,6,0,0,0,0
"1997","gurkaja01",2015,1,"OF",1,0,3,0,0,0,0
"1998","gurkaja01",2015,1,"P",9,0,23,0,1,0,0
